name	DEN_1	DEN_2	BC	IDC	LBCC	ESS
YNL227C	0.5000	0.0615	849.3702	2.0000	0.0487	0
YBR123C	0.6667	0.1818	206.2640	8.0000	76.9399	1
YGR047C	0.3333	0.1170	4185.6268	8.0000	133.6733	1
YOR110W	0.3333	0.0198	12887.8663	6.0000	0.1432	1
YBR125C	1.0000	0.5000	0.0000	0.0010	0.0000	0
YBR126C	0.3333	0.1002	14605.5981	5.0000	61.3594	0
YDL022W	1.0000	0.3333	0.0000	0.0010	0.0000	0
YGL035C	0.4000	0.1077	4725.6221	0.0010	0.0000	0
YGL253W	0.6071	0.0523	2514.0608	0.0010	0.0000	0
YML100W	1.0000	0.1868	0.0000	3.0000	0.0000	0
YMR261C	1.0000	0.1868	0.0000	5.0000	0.0000	0
YBR127C	0.4000	0.0668	1519.7061	0.0010	0.0000	0
YBR128C	0.6667	0.0221	268.2510	1.0000	0.0000	0
YPL120W	0.4286	0.0271	5814.7771	4.0000	0.0864	0
YBR130C	0.4000	0.0170	6529.1999	0.0010	0.0000	0
YBR131W	0.6000	0.0661	2381.5382	0.0010	0.0000	0
YML001W	0.3810	0.0347	4986.4748	0.0010	0.0000	0
YBR133C	0.3333	0.0708	9663.7323	0.0010	0.0000	0
YDL154W	0.2500	0.0530	8187.3671	0.0010	0.0000	0
YER087W	0.6667	0.2857	4383.0000	0.0010	0.0000	0
YKL101W	0.4167	0.0553	3306.1560	0.0010	0.0000	1
YPL016W	0.2527	0.0232	19818.8571	8.0000	0.7433	1
YBR134W	1.0000	0.0833	0.0000	0.0010	0.0000	0
YBR252W	0.4000	0.0209	1136.8720	0.0010	0.0000	1
YDL155W	0.3187	0.0225	21389.9611	3.0000	0.0469	1
YDR078C	0.4000	0.1407	4045.7501	0.0010	0.0000	0
YGR108W	0.5000	0.0617	849.7345	3.0000	0.1668	0
YLR210W	0.3603	0.0366	8721.2832	3.0000	0.1530	0
YPR119W	0.1779	0.0342	30747.9275	3.0000	0.2027	0
YDR499W	0.6667	0.2222	229.9189	0.0010	0.0000	1
YGR180C	0.3333	0.0187	6606.8842	2.0000	0.0021	0
YBR138C	1.0000	0.2051	0.0000	0.0010	0.0000	0
YIL046W	0.2051	0.0362	11136.5154	12.0000	6.7701	1
YBR139W	1.0000	0.6667	0.0000	0.0010	0.0000	0
YOR381W	0.6667	0.5000	4383.0000	0.0010	0.0000	0
YBR195C	0.2857	0.0376	4135.5721	4.0000	0.1512	0
YBR141C	0.5000	0.1429	4434.0681	0.0010	0.0000	0
YDR372C	0.3333	0.0149	11948.4322	0.0010	0.0000	0
YGL091C	1.0000	0.5000	0.0000	0.0010	0.0000	1
YBR143C	0.5000	0.0186	5701.7806	2.0000	0.0028	1
YDR172W	0.4000	0.1169	5478.3806	2.0000	3.2720	1
YMR080C	0.2182	0.0347	18089.0173	5.0000	0.7118	0
YBR146W	1.0000	0.6667	0.0000	0.0010	0.0000	0
YIL070C	0.6667	0.5000	4383.0000	0.0010	0.0000	0
YBR149W	0.6667	0.6667	1.0000	0.0010	0.0000	0
YDL211C	1.0000	0.6667	0.0000	0.0010	0.0000	0
YNL128W	1.0000	0.6667	0.0000	0.0010	0.0000	0
YBR152W	0.6667	0.0075	2964.6976	7.0000	0.0021	1
YGR075C	0.6667	0.4000	74.3048	11.0000	1687.8883	1
YBR154C	0.3333	0.0874	2025.6243	13.0000	86.3863	1
YFL023W	0.2857	0.0545	6435.3301	1.0000	0.0162	1
YOR116C	0.4000	0.0075	13050.3272	12.0000	0.0289	1
YBR155W	0.3333	0.0066	14402.9887	0.0010	0.0000	1
YDR463W	1.0000	0.3333	0.0000	0.0010	0.0000	0
YJR032W	0.3516	0.0326	6272.2613	0.0010	0.0000	0
YMR186W	0.2727	0.0391	6032.8767	1.0000	0.0039	0
YBR156C	1.0000	0.6667	0.0000	1.0000	0.0000	0
YPL209C	0.6667	0.1441	4383.0000	3.0000	34.0316	1
YBR158W	1.0000	1.0000	0.0000	0.0010	0.0000	1
YDR111C	1.0000	1.0000	0.0000	0.0010	0.0000	0
YDL020C	0.2762	0.0275	21261.7272	9.0000	2.4415	0
YDR168W	0.6667	0.0945	89.7873	0.0010	0.0000	1
YFL029C	0.4000	0.0609	1738.6224	0.0010	0.0000	1
YFR052W	0.3571	0.0829	6044.6846	13.0000	223.7879	1
YGL073W	1.0000	0.1057	0.0000	0.0010	0.0000	1
YGR109C	1.0000	0.1057	0.0000	3.0000	0.0000	0
YGR274C	0.6000	0.0639	1580.5673	20.0000	126.8097	1
YJL194W	0.4762	0.0556	1176.3783	4.0000	0.3415	1
YKL048C	0.3918	0.0247	8371.3490	0.0010	0.0000	0
YKL145W	0.6667	0.0902	220.5419	1.0000	0.0098	1
YMR273C	0.4444	0.0436	3523.4807	0.0010	0.0000	0
YOR142W	1.0000	0.1057	0.0000	0.0010	0.0000	0
YPR120C	0.4286	0.0133	10267.4698	3.0000	0.0037	1
YBR162C	0.2857	0.1048	9573.8481	0.0010	0.0000	0
YBL095W	0.6667	0.0246	2020.8142	0.0010	0.0000	0
YBR192W	0.5000	0.0201	4810.9735	0.0010	0.0000	1
YGR249W	0.1667	0.0130	22220.2331	0.0010	0.0000	0
YNL217W	1.0000	0.2857	0.0000	0.0010	0.0000	0
YOL028C	1.0000	0.2857	0.0000	0.0010	0.0000	0
YPR155C	0.6667	0.0197	1943.7156	0.0010	0.0000	0
YBR162W-A	0.5000	0.2500	4436.2921	0.0010	0.0000	0
YIL027C	1.0000	0.5000	0.0000	0.0010	0.0000	0
YML108W	0.5000	0.0197	4268.5831	0.0010	0.0000	0
YBR164C	0.1215	0.0157	49150.9289	0.0010	0.0000	0
YCR044C	0.2637	0.0190	14556.1903	0.0010	0.0000	0
YDL077C	0.4643	0.0313	8420.6729	6.0000	0.8152	0
YDL100C	0.0739	0.0146	86213.5672	0.0010	0.0000	0
YDL192W	0.2273	0.0462	10709.4641	9.0000	8.0905	0
YDR027C	0.4000	0.0878	2210.5748	2.0000	0.4200	0
YDR108W	0.4265	0.0277	12616.7001	24.0000	43.5905	0
YDR136C	0.3333	0.0324	4523.3794	0.0010	0.0000	0
YDR137W	0.3333	0.0244	3452.6017	0.0010	0.0000	0
YDR162C	0.1336	0.0188	59810.4875	0.0010	0.0000	0
YDR202C	0.8333	0.0334	2.4197	0.0010	0.0000	0
YDR203W	0.3214	0.0073	16894.8178	0.0010	0.0000	0
YER083C	0.2095	0.0275	15825.8438	0.0010	0.0000	0
YER122C	0.4000	0.0257	9155.1084	0.0010	0.0000	0
YGL005C	0.5556	0.0169	6160.3291	0.0010	0.0000	0
YHR012W	0.3750	0.0196	7598.9799	4.0000	0.0267	0
YJL154C	0.3524	0.0200	12191.9176	14.0000	1.8711	0
YJR033C	0.6000	0.0308	4589.7621	0.0010	0.0000	0
YKL119C	0.6000	0.0671	309.5270	2.0000	0.0301	0
